Brand,Description,Size,Classification,VendorNo,n_store_skus,beg_onhand,end_onhand,units_sold,units_purchased,sales_revenue,gross_profit,unit_cost,unit_sell,sales_span_days,gross_margin_pct,daily_demand,days_of_supply,needs_reorder,discontinue_candidate,profitable
13985.0,Luiano Chianti Clsc,375mL,2.0,9165.0,10,56.0,22.0,16.0,211.0,191.84,71.36000000000001,7.529999999999999,11.99,60.0,37.19766472060051,0.26666666666666666,82.5,0,0,1
13991.0,Colombo Cape Bleue Rose VdP,750mL,2.0,6785.0,37,449.0,364.0,208.0,4145.0,2077.92,711.36,6.57,9.99,60.0,34.234234234234236,3.466666666666667,105.0,0,0,1
13993.0,Sartori Family Pnt Grigio,750mL,2.0,516.0,2,12.0,7.0,24.0,169.0,191.76,62.15999999999997,5.4,7.99,60.0,32.41551939924905,0.4,17.5,0,0,1
13994.0,Banfi Chianti Superiore,750mL,2.0,516.0,20,311.0,226.0,119.0,1119.0,1210.81,520.6100000000001,5.8,10.357619047619048,60.0,42.99683682823896,1.9833333333333334,113.94957983193277,0,0,1
14004.0,Layer Cake Virgin Chard,750mL,2.0,4425.0,46,684.0,679.0,353.0,3737.0,4585.47,1443.77,8.9,12.989999999999998,60.0,31.48575827559661,5.883333333333334,115.41076487252124,0,0,1
14006.0,Apothic Winemakers Red Blend,750mL,2.0,3252.0,79,5585.0,8608.0,7511.0,94252.0,75034.89,34175.049999999996,5.44,9.99,60.0,45.545545545545544,125.18333333333334,68.76314738383704,0,0,1
14008.0,Cigar Box Malbec Mendoza,750mL,2.0,9552.0,44,604.0,532.0,338.0,4655.0,4562.62,1824.8200000000002,8.1,13.350402728584548,60.0,39.99500287115737,5.633333333333334,94.4378698224852,0,0,1
14013.0,Joseph Mellot Sancerre White,750mL,2.0,653.0,8,41.0,0.0,4.0,11.0,99.96,32.879999999999995,16.77,24.99,60.0,32.89315726290516,0.06666666666666667,0.0,1,0,1
14020.0,Apaltagua Grial Carmenere,750mL,,,2,12.0,3.0,0.0,0.0,0.0,0.0,49.66,74.99,60.0,,0.0,,0,1,0
14031.0,Annabella Cab Svgn Napa,750mL,,,1,6.0,15.0,0.0,35.0,0.0,0.0,10.59,15.99,60.0,,0.0,,0,1,0
14036.0,Vecchia Cantina Chianti DOC,750mL,2.0,4425.0,1,11.0,0.0,4.0,0.0,27.96,9.8,4.54,6.989999999999999,60.0,35.050071530758224,0.06666666666666667,0.0,1,0,1
14054.0,Seaglass Rsl,750mL,2.0,8892.0,51,754.0,718.0,610.0,7896.0,5483.9,1781.1999999999998,6.070000000000001,8.99,60.0,32.48053392658509,10.166666666666666,70.62295081967214,0,0,1
14061.0,Shafer One Pnt Five Cab Svgn,750mL,2.0,4425.0,15,223.0,8.0,94.0,148.0,7519.0599999999995,2667.72,51.61,79.99,60.0,35.47943492936617,1.5666666666666667,5.1063829787234045,1,0,1
14062.0,Shafer Red Shoulder Chard,750mL,2.0,4425.0,11,168.0,35.0,26.0,170.0,1351.74,432.1200000000001,35.37,51.99,60.0,31.967686093479525,0.43333333333333335,80.76923076923076,0,0,1
14078.0,Bota Box Malbec,3L,2.0,2242.0,77,469.0,489.0,592.0,6617.0,12342.08,5682.079999999999,11.25,21.11177125115994,60.0,46.03826907620109,9.866666666666667,49.56081081081081,0,0,1
14082.0,Zinck Pnt Blanc,750mL,,,1,1.0,0.0,0.0,0.0,0.0,0.0,10.66,15.99,60.0,,0.0,,0,0,0
14096.0,Citation Chard,750mL,2.0,10754.0,7,20.0,41.0,42.0,81.0,1511.58,614.04,21.37,35.27571428571429,60.0,40.62239510975271,0.7,58.57142857142858,0,0,1
14097.0,Bonny Doon Clos de Gilroy Rd,750mL,2.0,4425.0,3,33.0,0.0,24.0,0.0,311.76,106.55999999999995,8.55,15.323333333333332,60.0,34.180138568129316,0.4,0.0,1,0,1
14100.0,Douglass Hill Chard,750mL,2.0,4425.0,1,0.0,0.0,12.0,24.0,71.88,23.64,4.02,5.99,60.0,32.8881469115192,0.2,0.0,1,0,1
14101.0,Douglass Hill Cab Svgn,750mL,2.0,4425.0,1,12.0,0.0,12.0,12.0,71.88,23.28,4.05,5.99,60.0,32.3873121869783,0.2,0.0,1,0,1
14105.0,Cakebread Dancing Bear Cab S,750mL,2.0,4692.0,5,19.0,0.0,3.0,0.0,344.96999999999997,119.49,75.16,114.98999999999998,60.0,34.637794590833984,0.05,0.0,1,0,1
14110.0,Bodegas Numanthia Termes,750mL,2.0,8112.0,3,13.0,0.0,3.0,0.0,71.97,24.299999999999994,15.89,23.99,60.0,33.764068361817415,0.05,0.0,1,0,1
14119.0,Zonin Prosecco Brut,187mL,2.0,4425.0,2,24.0,24.0,48.0,386.0,157.92,54.23999999999998,2.16,3.29,60.0,34.34650455927051,0.8,30.0,0,0,1
14120.0,Antica Cab Svgn Napa Valley,750mL,2.0,8673.0,4,16.0,12.0,3.0,19.0,149.97,55.470000000000006,31.5,47.99,60.0,36.987397479495904,0.05,240.0,0,1,1
14121.0,Antica Chard Napa Valley,750mL,,,3,20.0,12.0,0.0,12.0,0.0,0.0,21.08,30.99,60.0,,0.0,,0,1,0
14126.0,Attitude 13 Rose Jolivet,750mL,2.0,9744.0,12,209.0,62.0,7.0,17.0,97.93,34.370000000000005,9.08,13.99,60.0,35.09649749821301,0.11666666666666667,531.4285714285714,0,1,1
14129.0,14 Hands Hot to Trot Red,750mL,2.0,8673.0,78,3943.0,3232.0,1305.0,18194.0,13372.710000000001,5529.660000000001,6.01,10.358042900946737,60.0,41.350332131632264,21.75,148.5977011494253,0,0,1
14130.0,14 Hands Hot to Trot White,750mL,2.0,8673.0,28,422.0,358.0,97.0,1582.0,1046.03,483.43000000000006,5.8,10.615,60.0,46.2156917105628,1.6166666666666667,221.44329896907217,0,1,1
14133.0,Yellow Tail Tree Free Chard,750mL,2.0,4425.0,1,1.0,0.0,1.0,0.0,7.99,2.4800000000000004,5.51,7.99,60.0,31.03879849812266,0.016666666666666666,0.0,1,0,1
14137.0,Palazzo Montanari Valpo Clsc,750mL,2.0,90024.0,2,17.0,0.0,1.0,0.0,12.99,5.05,7.94,12.49,60.0,38.876058506543494,0.016666666666666666,0.0,1,0,1
14141.0,Finca Decero Amano,750mL,2.0,4425.0,4,13.0,0.0,10.0,0.0,329.90000000000003,108.50000000000001,22.14,43.99,60.0,32.888754167929676,0.16666666666666666,0.0,1,0,1
14174.0,Chalk Hill Estate Red,750mL,2.0,4425.0,9,89.0,56.0,10.0,101.0,499.9,173.2,32.67,49.99,60.0,34.64692938587717,0.16666666666666666,336.0,0,1,1
14184.0,Ch M Vert Lussac St Emilion,750mL,2.0,7153.0,59,1165.0,855.0,484.0,4990.0,6801.16,2580.68,8.72,14.157919509868663,60.0,37.944703550570786,8.066666666666666,105.99173553719008,0,0,1
14190.0,Ch Haut Branda Brdx Rouge,750mL,2.0,7153.0,1,0.0,0.0,12.0,12.0,107.88,33.959999999999994,6.16,8.99,60.0,31.47942157953281,0.2,0.0,1,0,1
14191.0,Ch Fage Graves de Vayres,750mL,2.0,7153.0,13,134.0,193.0,86.0,981.0,1031.14,405.06000000000006,7.28,12.682307692307692,60.0,39.28273561301084,1.4333333333333333,134.65116279069767,0,0,1
14193.0,Veuve Clicquot Ylw Ice Lettr,750mL,2.0,8112.0,1,8.0,0.0,8.0,0.0,359.92,115.04000000000002,30.61,44.99,60.0,31.96265836852634,0.13333333333333333,0.0,1,0,1
14194.0,Caparzo Brnllo di Montalcino,750mL,2.0,4425.0,15,138.0,166.0,78.0,546.0,2963.2200000000003,974.2200000000001,25.5,37.99,60.0,32.87707291392472,1.3,127.6923076923077,0,0,1
14195.0,Twomey Svgn Bl Napa,750mL,2.0,4425.0,7,58.0,156.0,9.0,229.0,233.90999999999997,90.89999999999998,15.89,25.13285714285714,60.0,38.861100423239705,0.15,1040.0,0,1,1
14209.0,Dierberg Santa Maria Chard,750mL,2.0,4425.0,8,111.0,16.0,35.0,0.0,839.65,294.3499999999999,15.58,23.99,60.0,35.05627344726969,0.5833333333333334,27.428571428571427,0,0,1
14211.0,C'est La Vie Syrah Rose,750mL,,,4,0.0,0.0,0.0,0.0,0.0,0.0,9.08,13.99,60.0,,0.0,,0,0,0
14217.0,Chevalier L'Aujardiere Chard,750mL,2.0,4425.0,5,39.0,19.0,2.0,0.0,33.98,11.619999999999997,11.18,16.99,60.0,34.19658622719246,0.03333333333333333,570.0,0,1,1
14235.0,Copa di Vino Cab Svgn,187mL,2.0,2000.0,8,146.0,5.0,59.0,333.0,146.91000000000003,50.15000000000001,1.64,2.49,60.0,34.13654618473896,0.9833333333333333,5.084745762711865,1,0,1
14236.0,Copa di Vino Chard,187mL,2.0,2000.0,9,263.0,6.0,62.0,260.0,154.38,48.36,1.71,2.49,60.0,31.32530120481928,1.0333333333333334,5.806451612903225,1,0,1
14240.0,Ninety+Cellars Lot 2 Svgn Bl,750mL,2.0,4950.0,76,1275.0,1651.0,1401.0,12878.0,12700.99,5191.629999999999,5.36,9.065367954199223,60.0,40.87578999747264,23.35,70.70663811563169,0,0,1
14250.0,Ruta 22 Malbec,750mL,2.0,4425.0,23,571.0,321.0,382.0,1991.0,3900.18,1371.34,6.619999999999999,10.366520580868407,60.0,35.16094128988919,6.366666666666666,50.418848167539274,0,0,1
14265.0,Vieux Clocher Vacqueyras 07,750mL,2.0,90047.0,7,91.0,21.0,5.0,0.0,114.94999999999999,43.55,14.28,22.99,60.0,37.88603740756851,0.08333333333333333,252.0,0,1,1
14277.0,Ferrari Carano Tresor Rsv,750mL,2.0,2000.0,1,15.0,7.0,2.0,0.0,99.98,34.64,32.67,49.99,60.0,34.64692938587717,0.03333333333333333,210.0,0,1,1
14279.0,Movendo Moscato,750mL,2.0,516.0,39,400.0,482.0,408.0,4367.0,3366.92,1237.16,5.22,8.237319347319348,60.0,36.74456179535006,6.8,70.88235294117648,0,0,1
14280.0,Cupcake Shiraz,750mL,2.0,9815.0,23,327.0,307.0,139.0,1251.0,1184.1100000000001,494.6700000000001,4.96,8.522691040843215,60.0,41.77567962435923,2.316666666666667,132.51798561151077,0,0,1
14293.0,Ch La Mission Haut Brion 07,750mL,,,3,27.0,12.0,0.0,0.0,0.0,0.0,156.16,239.9,60.0,,0.0,,0,1,0
14300.0,Masi Passo Doble,750mL,2.0,9165.0,21,262.0,215.0,44.0,503.0,527.56,200.64000000000001,7.43,11.99,60.0,38.03169307756464,0.7333333333333333,293.1818181818182,0,1,1
14306.0,Dom les Pallieres Gigondas,750mL,2.0,4425.0,4,94.0,31.0,10.0,28.0,469.9,247.70000000000002,22.22,43.74,60.0,52.71334326452437,0.16666666666666666,186.0,0,1,1
14328.0,Palmaz Vyds Cab Svgn Napa,750mL,,,6,25.0,0.0,0.0,9.0,0.0,0.0,65.35,99.99,60.0,,0.0,,0,0,0
14329.0,Ty Ku Sake Junmai Ginjo,330mL,2.0,9260.0,17,185.0,184.0,96.0,1062.0,1391.04,565.44,8.6,14.419539088362617,60.0,40.648723257418915,1.6,115.0,0,0,1
14332.0,Latour 07 Bonnes Mares AC,750mL,2.0,9552.0,1,4.0,0.0,4.0,0.0,639.96,218.92000000000002,105.26,159.99,60.0,34.20838802425152,0.06666666666666667,0.0,1,0,1
14333.0,Latour 07 Echezeaux Rouge,750mL,2.0,9552.0,1,3.0,0.0,2.0,0.0,319.98,100.82000000000002,109.58,159.99,60.0,31.508219263703985,0.03333333333333333,0.0,1,0,1
14334.0,Latour 07 Clos Vougeot Rouge,750mL,,,1,3.0,0.0,0.0,0.0,0.0,0.0,91.21,145.9,60.0,,0.0,,0,0,0
14341.0,Grooner Gruner Veltliner,750mL,2.0,9744.0,4,21.0,0.0,14.0,12.0,139.86,56.56,5.95,9.99,60.0,40.44044044044044,0.23333333333333334,0.0,1,0,1
14342.0,Cupcake Pnt Nr,750mL,2.0,9815.0,78,2419.0,4005.0,1222.0,20447.0,10246.78,4625.580000000001,4.6,8.349131292683925,60.0,45.14179088455105,20.366666666666667,196.64484451718494,0,1,1
14348.0,De Martino Carmenere Estate,750mL,2.0,9165.0,8,115.0,87.0,31.0,237.0,340.69000000000005,116.56,7.23,11.365,60.0,34.212920837124656,0.5166666666666667,168.38709677419354,0,0,1
14357.0,Chilensis Pnt Nr,750mL,2.0,90037.0,7,66.0,41.0,12.0,154.0,119.88,38.28000000000001,6.8,9.99,60.0,31.93193193193194,0.2,205.0,0,1,1
14363.0,Educated Guess Cab Svgn Napa,750mL,2.0,4425.0,31,391.0,370.0,329.0,3282.0,6888.71,2443.9199999999996,13.51,20.982345110087046,60.0,35.47717932675348,5.483333333333333,67.47720364741642,0,0,1
14364.0,Penfolds Grange 2005,750mL,,,3,18.0,3.0,0.0,0.0,0.0,0.0,299.99,455.99,60.0,,0.0,,0,1,0
14369.0,Neirano Prosecco Sparkling,750mL,2.0,90047.0,1,0.0,9.0,1.0,12.0,12.99,4.210000000000001,8.78,12.99,60.0,32.409545804464976,0.016666666666666666,540.0,0,1,1
14370.0,Seven Deadly Zins Lodi Znfdl,750mL,2.0,4425.0,1,0.0,0.0,6.0,6.0,89.94,29.58,10.06,14.99,60.0,32.88859239492995,0.1,0.0,1,0,1
14381.0,LaBelle Winery Riesling,750mL,2.0,90032.0,51,651.0,689.0,85.0,1304.0,1359.15,464.9500000000001,10.52,15.99,60.0,34.20888055034397,1.4166666666666667,486.35294117647055,0,1,1
14382.0,LaBelle Winery Raspberry,375mL,2.0,90032.0,43,487.0,484.0,44.0,803.0,703.5600000000001,237.60000000000002,10.59,15.990000000000002,60.0,33.77110694183865,0.7333333333333333,660.0,0,1,1
14383.0,LaBelle Winery Granite Red,750mL,2.0,90032.0,55,583.0,604.0,131.0,1911.0,2094.69,742.77,10.32,15.99,60.0,35.45966228893058,2.183333333333333,276.6412213740458,0,1,1
14385.0,Moillard Ch D'Eau Pnt Nr,750mL,,,1,12.0,0.0,0.0,3.0,0.0,0.0,10.59,15.99,60.0,,0.0,,0,0,0
14386.0,Tarima Monastrell Jumilla,750mL,2.0,9552.0,22,324.0,268.0,171.0,1261.0,1541.29,517.0000000000001,5.99,9.030909090909091,60.0,33.54333058671633,2.85,94.03508771929825,0,0,1
14389.0,Cedar Knoll Vyd Cab Svgn Npa,750mL,2.0,9552.0,4,45.0,18.0,2.0,0.0,79.98,28.380000000000003,25.8,39.99,60.0,35.483870967741936,0.03333333333333333,540.0,0,1,1
14393.0,Ch Montaud Cotes de Prov Rse,750mL,2.0,7153.0,57,1953.0,2901.0,762.0,27335.0,9157.380000000001,4204.38,6.5,11.93352959418749,60.0,45.91247714957771,12.7,228.42519685039372,0,1,1
14407.0,Fusional Svgn Bl,750mL,2.0,90047.0,1,2.0,0.0,1.0,0.0,19.99,6.659999999999998,13.33,19.99,60.0,33.316658329164575,0.016666666666666666,0.0,1,0,1
14410.0,Liberty Crk Vyd Pnt Grigio,1.5L,2.0,3252.0,1,0.0,0.0,6.0,24.0,47.94,16.38,5.26,7.99,60.0,34.16770963704631,0.1,0.0,1,0,1
14413.0,Tisdale Vyds Pnt Grigio,750mL,2.0,3252.0,3,0.0,0.0,36.0,252.0,143.64000000000001,50.40000000000001,2.59,3.99,60.0,35.08771929824562,0.6,0.0,1,0,1
14415.0,Peter Lehmann Layers Red,750mL,2.0,4425.0,4,0.0,0.0,101.0,401.0,806.99,261.5899999999999,5.4,7.99,60.0,32.41551939924905,1.6833333333333333,0.0,1,0,1
14416.0,J Lohr Falcons Perch Pnt Nr,750mL,2.0,4425.0,44,1874.0,556.0,744.0,3464.0,11842.56,5220.959999999999,8.9,15.806449459631278,60.0,44.086413748378725,12.4,44.83870967741935,0,0,1
14425.0,Ch Musar Rouge,750mL,2.0,90024.0,8,83.0,82.0,16.0,132.0,719.84,226.72000000000003,30.82,44.99,60.0,31.49588797510558,0.26666666666666666,307.5,0,1,1
14432.0,Bully Hill NY Rsl,750mL,2.0,2000.0,1,0.0,0.0,12.0,12.0,155.88,50.52000000000001,8.78,12.99,60.0,32.409545804464976,0.2,0.0,1,0,1
14433.0,F Coppola Rosso Bianco Chard,750mL,2.0,2000.0,35,479.0,443.0,93.0,2173.0,1054.07,514.6700000000001,5.8,10.519047619047619,60.0,48.82692800288407,1.55,285.80645161290323,0,1,1
14436.0,Byron Santa Barbara Chard,750mL,,,2,24.0,31.0,0.0,36.0,0.0,0.0,7.87,14.99,60.0,,0.0,,0,1,0
14437.0,Byron Santa Barbara Pnt Nr,750mL,2.0,9552.0,12,166.0,245.0,56.0,873.0,1083.4399999999998,429.36,11.68,19.536031746031743,60.0,39.62932880454848,0.9333333333333333,262.5,0,1,1
14439.0,Barefoot Sweet Red,750mL,2.0,3252.0,71,818.0,817.0,706.0,7260.0,4309.4400000000005,1894.92,3.42,6.107518675630731,60.0,43.97137447092893,11.766666666666667,69.43342776203966,0,0,1
14444.0,Blackbird Vyds Arrivste Rose,750mL,2.0,10754.0,4,68.0,17.0,6.0,0.0,155.94,53.33999999999999,17.1,25.99,60.0,34.20546363986148,0.1,170.0,0,0,1
14457.0,Scagliola Mati Barbera,750mL,2.0,90024.0,16,162.0,168.0,56.0,798.0,775.44,342.0,7.74,13.592430555555556,60.0,44.10399257195915,0.9333333333333333,180.0,0,0,1
14471.0,De Loach Merlot Cal,750mL,2.0,4425.0,25,498.0,271.0,153.0,493.0,1528.47,535.5000000000001,6.49,10.39,60.0,35.03503503503504,2.55,106.27450980392157,0,0,1
14475.0,Belcreme de Lys Chard,750mL,2.0,1590.0,44,552.0,573.0,390.0,4880.0,4208.1,1645.7999999999997,6.570000000000001,11.06627221263585,60.0,39.11028730305838,6.5,88.15384615384616,0,0,1
14491.0,Wachau Federspiel Veltliner,750mL,,,4,0.0,0.0,0.0,0.0,0.0,0.0,11.18,16.99,60.0,,0.0,,0,0,0
14538.0,Ch St Michel Brdx Superur,750mL,2.0,4425.0,21,216.0,65.0,47.0,241.0,845.53,278.23999999999995,12.07,17.99,60.0,32.90717065036131,0.7833333333333333,82.97872340425532,0,0,1
14539.0,Dom de Dionysos La Deveze,750mL,2.0,4425.0,38,1524.0,1620.0,1027.0,4325.0,15394.73,5063.11,10.06,14.99,60.0,32.88859239492995,17.116666666666667,94.64459591041869,0,0,1
14542.0,Ch Haut-BrionPessac-Leo Gr C,750mL,,,1,8.0,8.0,0.0,1.0,0.0,0.0,193.54,329.99,60.0,,0.0,,0,1,0
14545.0,Ch Mouton Rothschild 07 Paui,750mL,,,2,4.0,1.0,0.0,0.0,0.0,0.0,230.26,399.9,60.0,,0.0,,0,1,0
14551.0,Cava Mistinguett Brut,750mL,2.0,10754.0,43,1684.0,23.0,2283.0,8463.0,18241.170000000002,6164.099999999999,5.29,7.99,60.0,33.79224030037547,38.05,0.6044678055190539,1,0,1
14552.0,Dom de Dionysos Cairanne Cig,750mL,2.0,4425.0,14,188.0,210.0,57.0,991.0,1139.43,384.74999999999994,13.24,19.99,60.0,33.76688344172085,0.95,221.05263157894737,0,1,1
14573.0,Sandrone Dolcetto D'Alba,750mL,2.0,4425.0,1,1.0,0.0,1.0,0.0,19.99,6.199999999999999,13.79,19.99,60.0,31.015507753876935,0.016666666666666666,0.0,1,0,1
14620.0,Bodega Elena de Mendoza Mlbc,750mL,2.0,3252.0,29,138.0,0.0,119.0,7.0,831.81,265.37,4.76,6.99,60.0,31.902718168812594,1.9833333333333334,0.0,1,0,1
14622.0,La Marca Prosecco,750mL,2.0,3252.0,78,2508.0,3193.0,1620.0,46236.0,22538.8,8509.6,8.66,13.955037981961059,60.0,37.7553374625091,27.0,118.25925925925925,0,0,1
14623.0,The Naked Grape Pnt Grigio,750mL,2.0,3252.0,46,548.0,555.0,351.0,4592.0,2453.4900000000002,807.3,4.69,6.99,60.0,32.90414878397711,5.85,94.87179487179488,0,0,1
14624.0,The Naked Grape Pnt Nr,750mL,2.0,3252.0,33,442.0,359.0,241.0,1813.0,1684.59,583.2199999999999,4.57,6.99,60.0,34.620886981402,4.016666666666667,89.37759336099585,0,0,1
14625.0,Bridlewood Pnt Nr,750mL,2.0,3252.0,12,61.0,48.0,168.0,771.0,1678.32,566.16,6.62,9.99,60.0,33.733733733733736,2.8,17.142857142857142,0,0,1
14627.0,Carlo Rossi Sweet Red,4L,2.0,3252.0,1,0.0,0.0,4.0,4.0,59.96,20.240000000000002,9.93,14.99,60.0,33.755837224816545,0.06666666666666667,0.0,1,0,1
14628.0,Tisdale Vyds Sweet Red,750mL,2.0,3252.0,1,0.0,0.0,12.0,12.0,47.88,17.040000000000006,2.57,3.99,60.0,35.58897243107771,0.2,0.0,1,0,1
14630.0,Dom Serene Cote Sud Chard,750mL,,,1,9.0,0.0,0.0,0.0,0.0,0.0,20.68,43.99,60.0,,0.0,,0,0,0
14631.0,Dom Serene Yamhill Cv Pnt Nr,750mL,2.0,9165.0,20,235.0,229.0,40.0,715.0,1476.6000000000001,523.4000000000001,23.83,37.406666666666666,60.0,35.44629554381688,0.6666666666666666,343.5,0,1,1
14632.0,Dom Serene Evenstad 11 Pnt N,750mL,2.0,9165.0,9,121.0,94.0,20.0,218.0,1219.8000000000002,497.4000000000001,36.12,59.656666666666666,60.0,40.77717658632563,0.3333333333333333,282.0,0,1,1
14635.0,Marcarini Ciabot Camerano,750mL,2.0,4425.0,5,26.0,82.0,4.0,72.0,67.96,21.72,11.56,16.99,60.0,31.95997645673926,0.06666666666666667,1230.0,0,1,1
14638.0,Bongiovanni Dolceo D'Alba,750mL,2.0,4425.0,6,39.0,3.0,6.0,12.0,101.94,33.06,11.479999999999999,16.99,60.0,32.430841671571514,0.1,30.0,0,0,1
14652.0,Cambria Katherine Vyd Chard,750mL,2.0,9552.0,3,24.0,6.0,8.0,48.0,127.92,43.2,10.59,15.99,60.0,33.77110694183865,0.13333333333333333,45.0,0,0,1
14654.0,Arrogant Frog Chardonnay,750mL,2.0,6785.0,2,12.0,0.0,24.0,12.0,239.76,84.0,6.49,9.99,60.0,35.03503503503504,0.4,0.0,1,0,1
14655.0,Arrogant Frog Pnt Nr,750mL,2.0,6785.0,2,27.0,24.0,39.0,258.0,389.61,134.94,6.53,9.99,60.0,34.63463463463463,0.65,36.92307692307692,0,0,1
14657.0,The Shepherd Svgn Bl,750mL,2.0,10754.0,21,294.0,253.0,45.0,581.0,674.55,292.5,8.49,14.323333333333334,60.0,43.36224149432956,0.75,337.3333333333333,0,1,1
14661.0,Dom Serene Evenstad Pnt Nr,375mL,2.0,9165.0,1,12.0,0.0,12.0,0.0,239.88,84.12,12.98,19.99,60.0,35.06753376688344,0.2,0.0,1,0,1
14663.0,Spellbound Merlot,750mL,2.0,9165.0,25,486.0,572.0,201.0,1740.0,2780.99,1016.2100000000002,8.78,13.977272727272727,60.0,36.54130363647479,3.35,170.7462686567164,0,0,1
14666.0,Raymond Family Clsc Cab Svgn,750mL,2.0,4425.0,9,111.0,88.0,38.0,301.0,685.6199999999999,241.77999999999997,11.68,18.212222222222223,60.0,35.264432192759834,0.6333333333333333,138.94736842105263,0,0,1
14670.0,Sutter Home Moscato,187mL 4 Pk,2.0,8892.0,3,6.0,6.0,24.0,60.0,143.76,49.67999999999999,3.92,5.989999999999999,60.0,34.557595993322195,0.4,15.0,0,0,1
14672.0,Duckhorn Decoy Cab Svgn,750mL,2.0,4425.0,78,3362.0,3382.0,1153.0,27682.0,24582.07,11195.74,11.61,22.221017087170456,60.0,45.544333735930294,19.216666666666665,175.9930615784909,0,0,1
14675.0,Culpeo Malbec,750mL,2.0,90047.0,1,10.0,9.0,1.0,12.0,11.49,4.5,6.99,11.49,60.0,39.1644908616188,0.016666666666666666,540.0,0,1,1
14681.0,Shafer Hillside Cab Svgn 06,1.5L,2.0,4425.0,3,4.0,3.0,1.0,1.0,389.99,130.0,259.99,389.99,60.0,33.334188056104004,0.016666666666666666,180.0,0,0,1
14684.0,Cherry Pie Stanly Pnt Nr,750mL,2.0,4425.0,13,45.0,81.0,37.0,382.0,1829.63,734.4299999999998,29.6,49.893846153846155,60.0,40.140902805485254,0.6166666666666667,131.35135135135135,0,0,1
14688.0,Ferrari-Carano RSV Chard,750mL,2.0,2000.0,5,25.0,22.0,9.0,58.0,344.90999999999997,130.70999999999998,23.8,36.59,60.0,37.89684265460554,0.15,146.66666666666669,0,0,1
14690.0,Bridlewood Pnt Nr Monterey C,750mL,2.0,3252.0,10,671.0,204.0,389.0,1207.0,3886.1099999999997,1225.35,6.840000000000001,9.99,60.0,31.53153153153153,6.483333333333333,31.46529562982005,0,0,1
14700.0,Oak Leaf Sweet Red,750mL,,,1,7.0,0.0,0.0,0.0,0.0,0.0,1.94,2.99,60.0,,0.0,,0,0,0
14701.0,Cupcake Red Velvet,750mL,2.0,9815.0,78,3303.0,4843.0,1947.0,32264.0,16174.03,7276.24,4.57,8.341682366934407,60.0,44.98718006582156,32.45,149.24499229583975,0,0,1
14703.0,Casa Ferreirinha Esteva Doro,750mL,2.0,90024.0,22,277.0,201.0,56.0,669.0,721.44,296.96,7.579999999999999,12.583181818181817,60.0,41.16212020403637,0.9333333333333333,215.35714285714286,0,1,1
14704.0,Rex Goliath Free Range Red,750mL,2.0,1392.0,17,168.0,130.0,140.0,813.0,844.6,293.0,3.9400000000000004,6.034117647058824,60.0,34.690977977740936,2.3333333333333335,55.71428571428571,0,0,1
14706.0,Cupcake Prosecco,750mL,2.0,9815.0,78,3391.0,4263.0,2600.0,48282.0,25282.5,13322.500000000002,4.6,9.939145239737469,60.0,52.694551567289636,43.333333333333336,98.37692307692308,0,0,1
14710.0,Ch Tanunda Gr Barossa Shiraz,750mL,2.0,516.0,21,269.0,200.0,129.0,502.0,2244.71,905.6899999999998,10.38,17.066530612244897,60.0,40.34775093441914,2.15,93.0232558139535,0,0,1
14711.0,Ch Tanunda Gr Barossa Rsl,750mL,2.0,516.0,6,76.0,0.0,4.0,33.0,47.96,21.68,6.57,11.99,60.0,45.20433694745621,0.06666666666666667,0.0,1,0,1
14712.0,Lucky Duck Riesling,750mL,2.0,9815.0,1,0.0,0.0,12.0,12.0,45.48,15.119999999999997,2.53,3.79,60.0,33.245382585751976,0.2,0.0,1,0,1
14718.0,Dom Janasse Cote Rhone Rouge,750mL,2.0,9552.0,1,11.0,8.0,1.0,0.0,18.99,6.579999999999998,12.41,18.99,60.0,34.649815692469716,0.016666666666666666,480.0,0,1,1
14719.0,Alto Moncayo Veraton Garnach,750mL,2.0,9552.0,16,233.0,120.0,72.0,400.0,1583.28,506.15999999999985,14.96,21.99,60.0,31.96907685311504,1.2,100.0,0,0,1
14724.0,Tozai Blossom of Peace,720mL,2.0,653.0,8,51.0,56.0,19.0,389.0,322.80999999999995,104.69,11.48,17.49,60.0,32.43084167157152,0.31666666666666665,176.8421052631579,0,0,1
14737.0,Mirth Chard Corvidae Col Vly,750mL,,,1,0.0,0.0,0.0,0.0,0.0,0.0,9.52,13.99,60.0,,0.0,,0,0,0
14799.0,A Bichot Pouilly-Fuisse,750mL,2.0,9165.0,8,96.0,72.0,44.0,423.0,923.56,355.9599999999999,12.9,20.99,60.0,38.54216293473082,0.7333333333333333,98.18181818181819,0,0,1
14805.0,Ninety+Cellars Lot 23 Malbec,750mL,2.0,4950.0,57,769.0,1293.0,1088.0,9255.0,9923.12,3612.7200000000003,5.8,9.10641120031213,60.0,36.407097767637595,18.133333333333333,71.30514705882354,0,0,1
14810.0,Primaterra Prosecco,750mL,2.0,10754.0,23,227.0,208.0,58.0,1903.0,841.42,339.14,8.66,14.27792270531401,60.0,40.305673742007556,0.9666666666666667,215.17241379310346,0,1,1
14811.0,Primaterra Pnt Nr,750mL,2.0,10754.0,23,311.0,298.0,131.0,1079.0,1409.69,423.25999999999993,7.53,10.91463768115942,60.0,30.02504096645361,2.183333333333333,136.48854961832063,0,0,1
